FluencyBank,10,https://media.talkbank.org/fluency/Voices-AWS/interview/46ma.mp4,,,,246
FluencyBank,17,https://media.talkbank.org/fluency/Voices-AWS/interview/62m.mp4,,,,247
FluencyBank,19,https://media.talkbank.org/fluency/Voices-AWS/interview/50fa.mp4,,,,248
FluencyBank,24,https://media.talkbank.org/fluency/Voices-AWS/interview/29ma.mp4,,,,249
FluencyBank,31,https://media.talkbank.org/fluency/Voices-AWS/interview/27f.mp4,,,,250
FluencyBank,46,https://media.talkbank.org/fluency/Voices-AWS/interview/68m.mp4,,,,251
FluencyBank,63,https://media.talkbank.org/fluency/Voices-AWS/interview/64m.mp4,,,,252
FluencyBank,71,https://media.talkbank.org/fluency/Voices-AWS/interview/35ma.mp4,,,,253
FluencyBank,76,https://media.talkbank.org/fluency/Voices-AWS/interview/27ma.mp4,,,,254
FluencyBank,81,https://media.talkbank.org/fluency/Voices-AWS/interview/24fb.mp4,,,,255
FluencyBank,87,https://media.talkbank.org/fluency/Voices-AWS/interview/29mb.mp4,,,,256
FluencyBank,89,https://media.talkbank.org/fluency/Voices-AWS/interview/28m.mp4,,,,257
FluencyBank,93,https://media.talkbank.org/fluency/Voices-AWS/interview/26m.mp4,,,,258
FluencyBank,96,https://media.talkbank.org/fluency/Voices-AWS/interview/46mb.mp4,,,,259
FluencyBank,97,https://media.talkbank.org/fluency/Voices-AWS/interview/37m.mp4,,,,260
FluencyBank,98,https://media.talkbank.org/fluency/Voices-AWS/interview/43m.mp4,,,,261
FluencyBank,99,https://media.talkbank.org/fluency/Voices-AWS/interview/54m.mp4,,,,262
FluencyBank,107,https://media.talkbank.org/fluency/Voices-AWS/interview/26f.mp4,,,,263
FluencyBank,109,https://media.talkbank.org/fluency/Voices-AWS/interview/29mc.mp4,,,,264
FluencyBank,111,https://media.talkbank.org/fluency/Voices-AWS/interview/60m.mp4,,,,265
FluencyBank,118,https://media.talkbank.org/fluency/Voices-AWS/interview/32m.mp4,,,,266
FluencyBank,121,https://media.talkbank.org/fluency/Voices-AWS/interview/35mb.mp4,,,,267
FluencyBank,132,https://media.talkbank.org/fluency/Voices-AWS/interview/24fc.mp4,,,,268
FluencyBank,147,https://media.talkbank.org/fluency/Voices-AWS/interview/34m.mp4,,,,269
FluencyBank,173,https://media.talkbank.org/fluency/Voices-AWS/interview/62f.mp4,,,,270
FluencyBank,178,https://media.talkbank.org/fluency/Voices-AWS/interview/24ma.mp4,,,,271
FluencyBank,179,https://media.talkbank.org/fluency/Voices-AWS/interview/24mb.mp4,,,,272
FluencyBank,193,https://media.talkbank.org/fluency/Voices-AWS/interview/25m.mp4,,,,273
FluencyBank,200,https://media.talkbank.org/fluency/Voices-AWS/interview/44m.mp4,,,,274
FluencyBank,218,https://media.talkbank.org/fluency/Voices-AWS/interview/39f.mp4,,,,275
FluencyBank,219,https://media.talkbank.org/fluency/Voices-AWS/interview/57m.mp4,,,,276
FluencyBank,230,https://media.talkbank.org/fluency/Voices-AWS/interview/54f.mp4,,,,277
FluencyBank,985,https://media.talkbank.org/fluency/Voices-AWS/interview/50fb.mp4,,,,278